Geography,Year,Sex,Incidence Rate (Age-standardized),Incident Cases (Across all ages),Population At-Risk (Across All Ages),Standard Error,Standard Score,Alberta Rate
Z3.5.A,2014,FEMALE,14.867,3.0,14950.191095,9.05,-0.25,17.13
Z3.5.A,2014,MALE,33.126,5.0,14630.400879,14.84,0.05,32.318
Z3.5.A,2015,BOTH,35.944,13.0,29856.391134,10.03,1.11,24.775
Z3.5.A,2015,FEMALE,42.867,8.0,15106.526081,15.29,1.63,17.915
Z3.5.A,2015,MALE,29.481,5.0,14749.865053,13.21,-0.29,33.338
Z3.5.A,2016,BOTH,24.207,9.0,30072.297098,8.08,-0.67,29.627
Z3.5.A,2016,FEMALE,10.025,2.0,15218.495639,7.09,-1.57,21.156
Z3.5.A,2016,MALE,40.706,7.0,14853.801458,15.39,0.02,40.467
Z3.5.A,2017,BOTH,22.846,9.0,30063.27318,7.64,-0.86,29.394
Z3.5.A,2017,FEMALE,19.576,4.0,15295.915504,9.94,-0.19,21.429
Z3.5.A,2017,MALE,29.205,5.0,14767.357676,13.1,-0.79,39.596
Z3.5.A,2018,BOTH,24.675,10.0,30069.644656,7.82,-0.53,28.824
Z3.5.A,2018,FEMALE,24.012,5.0,15259.903955,10.81,0.33,20.429
Z3.5.A,2018,MALE,27.121,5.0,14809.740701,12.17,-0.98,39.03
Z3.5.A,2019,BOTH,24.77,10.0,30065.123178,7.87,-0.56,29.181
Z3.5.A,2019,FEMALE,22.471,5.0,15217.854918,10.16,0.05,21.923
Z3.5.A,2019,MALE,26.536,5.0,14847.26826,11.9,-0.98,38.16
Z3.5.A,2020,BOTH,17.198,7.0,30060.812273,6.59,-1.45,26.747
Z3.5.A,2020,FEMALE,12.024,3.0,15241.561074,6.96,-0.79,17.548
Z3.5.A,2020,MALE,22.874,4.0,14819.251199,11.52,-1.31,37.939
Z3.5.B,2004,BOTH,22.76,5.0,19340.257354,10.27,-0.13,24.141
Z3.5.B,2004,FEMALE,28.081,4.0,9495.7714882,14.04,0.76,17.354
Z3.5.B,2004,MALE,10.402,1.0,9844.4858661,10.4,-2.25,33.816
Z3.5.B,2005,BOTH,37.783,8.0,19540.387641,13.45,0.96,24.936
Z3.5.B,2005,FEMALE,27.143,3.0,9607.2148619,16.13,0.64,16.865
Z3.5.B,2005,MALE,47.267,5.0,9933.1727793,21.15,0.55,35.595
Z3.5.B,2006,BOTH,42.055,9.0,19598.720642,14.08,1.27,24.209
Z3.5.B,2006,FEMALE,19.286,2.0,9591.3635312,13.68,0.02,18.961
Z3.5.B,2006,MALE,73.635,7.0,10007.357111,28.18,1.49,31.565
Z3.5.B,2007,BOTH,9.386,2.0,19781.782249,6.66,-2.29,24.627
Z3.5.B,2007,FEMALE,11.019,1.0,9682.5546641,11.02,-0.66,18.289
Z3.5.B,2007,MALE,9.701,1.0,10099.227585,9.7,-2.41,33.082
Z3.5.B,2008,BOTH,26.162,6.0,19834.260432,10.7,0.37,22.229
Z3.5.B,2008,FEMALE,21.063,3.0,9689.6911834,12.42,0.42,15.812
Z3.5.B,2008,MALE,28.288,3.0,10144.569248,16.35,-0.14,30.599
Z3.5.B,2009,BOTH,19.237,4.0,19788.875238,9.63,-0.62,25.195
Z3.5.B,2009,FEMALE,11.309,1.0,9675.1158943,11.31,-0.67,18.837
Z3.5.B,2009,MALE,29.221,3.0,10113.759344,16.88,-0.26,33.61
Z3.5.B,2010,BOTH,33.338,7.0,19702.383895,12.62,0.64,25.232
Z3.5.B,2010,FEMALE,19.956,2.0,9670.3614537,14.13,0.18,17.428
Z3.5.B,2010,MALE,47.007,5.0,10032.022442,21.07,0.56,35.286
Z3.5.B,2011,BOTH,9.571,2.0,19384.903155,6.77,-2.35,25.488
Z3.5.B,2011,FEMALE,0.0,0.0,9527.3970053,20.98,-0.89,18.587
Z3.5.B,2011,MALE,19.481,2.0,9857.5061499,13.78,-1.06,34.139
Z3.5.B,2012,BOTH,31.338,7.0,19304.285954,11.9,0.6,24.154
Z3.5.B,2012,FEMALE,23.046,3.0,9476.0261584,13.5,0.38,17.935
Z3.5.B,2012,MALE,36.226,4.0,9828.2597955,18.18,0.24,31.937
Z3.5.B,2013,BOTH,31.388,7.0,19211.655328,11.92,0.7,23.005
Z3.5.B,2013,FEMALE,17.336,2.0,9422.5594433,12.29,0.05,16.695
Z3.5.B,2013,MALE,45.897,5.0,9789.0958848,20.71,0.72,30.956
Z3.5.B,2014,BOTH,8.721,2.0,19022.701959,6.19,-2.43,23.783
Z3.5.B,2014,FEMALE,0.0,0.0,9314.1559883,21.46,-0.8,17.13
Z3.5.B,2014,MALE,21.123,2.0,9708.5459706,14.94,-0.75,32.318
Z3.5.B,2015,BOTH,31.118,7.0,18872.516368,11.85,0.54,24.775
Z3.5.B,2015,FEMALE,9.536,1.0,9295.8910353,9.54,-0.88,17.915
Z3.5.B,2015,MALE,52.283,6.0,9576.6253323,21.6,0.88,33.338
Z3.5.B,2016,BOTH,26.409,6.0,18941.801014,10.91,-0.3,29.627
Z3.5.B,2016,FEMALE,7.657,1.0,9367.4061916,7.66,-1.76,21.156
Z3.5.B,2016,MALE,45.05,5.0,9574.394822,20.44,0.22,40.467
Z3.5.B,2017,BOTH,18.611,4.0,18928.007946,9.79,-1.1,29.394
Z3.5.B,2017,FEMALE,6.209,1.0,9350.3241423,6.21,-2.45,21.429
Z3.5.B,2017,MALE,28.372,3.0,9577.6838041,17.18,-0.65,39.596
Z3.5.B,2018,BOTH,44.763,11.0,18915.34038,13.64,1.17,28.824
Z3.5.B,2018,FEMALE,25.134,3.0,9375.1453686,14.65,0.32,20.429
Z3.5.B,2018,MALE,64.126,8.0,9540.195011,22.88,1.1,39.03
Z3.5.B,2019,BOTH,35.619,9.0,18690.129456,11.96,0.54,29.181
Z3.5.B,2019,FEMALE,6.76,1.0,9267.3826661,6.76,-2.24,21.923
Z3.5.B,2019,MALE,69.641,8.0,9422.7467904,25.0,1.26,38.16
Z3.5.B,2020,BOTH,17.895,4.0,18529.513317,9.41,-0.94,26.747
Z3.5.B,2020,FEMALE,21.305,2.0,9170.4618338,15.93,0.24,17.548
Z3.5.B,2020,MALE,15.017,2.0,9359.0514828,10.62,-2.16,37.939
Z3.5.C,2004,BOTH,37.374,5.0,15191.129648,16.9,0.78,24.141
Z3.5.C,2004,FEMALE,10.761,1.0,7510.4224473,10.76,-0.61,17.354
Z3.5.C,2004,MALE,69.876,4.0,7680.7072009,35.03,1.03,33.816
Z3.5.C,2005,BOTH,8.2,1.0,15312.793604,8.2,-2.04,24.936
Z3.5.C,2005,FEMALE,0.0,0.0,7522.546236,26.57,-0.63,16.865
Z3.5.C,2005,MALE,16.997,1.0,7790.2473677,17.0,-1.09,35.595
Z3.5.C,2006,BOTH,23.865,3.0,15526.23411,13.85,-0.02,24.209
Z3.5.C,2006,FEMALE,0.0,0.0,7655.8140041,26.11,-0.73,18.961
Z3.5.C,2006,MALE,50.588,3.0,7870.4201058,29.23,0.65,31.565
Z3.5.C,2007,BOTH,55.883,7.0,16021.132215,21.31,1.47,24.627
Z3.5.C,2007,FEMALE,47.837,3.0,7944.9180067,28.51,1.04,18.289
Z3.5.C,2007,MALE,68.643,4.0,8076.2142083,34.33,1.04,33.082
Z3.5.C,2008,BOTH,21.107,3.0,16204.727801,12.26,-0.09,22.229
Z3.5.C,2008,FEMALE,0.0,0.0,8049.5411752,24.83,-0.64,15.812
Z3.5.C,2008,MALE,48.276,3.0,8155.1866259,27.94,0.63,30.599
Z3.5.C,2009,BOTH,0.0,0.0,16317.423122,12.25,-2.06,25.195
Z3.5.C,2009,FEMALE,0.0,0.0,8112.3734182,24.64,-0.76,18.837
Z3.5.C,2009,MALE,0.0,0.0,8205.0497036,24.36,-1.38,33.61
Z3.5.C,2010,BOTH,44.82,6.0,16336.627607,18.5,1.06,25.232
Z3.5.C,2010,FEMALE,13.137,1.0,8150.5363237,13.14,-0.33,17.428
Z3.5.C,2010,MALE,85.069,5.0,8186.0912838,38.59,1.29,35.286
Z3.5.C,2011,BOTH,43.479,6.0,16388.93826,17.86,1.01,25.488
Z3.5.C,2011,FEMALE,0.0,0.0,8189.3463248,24.41,-0.76,18.587
Z3.5.C,2011,MALE,98.181,6.0,8199.5919351,40.18,1.59,34.139
Z3.5.C,2012,BOTH,29.21,4.0,16552.529841,14.61,0.35,24.154
Z3.5.C,2012,FEMALE,13.798,1.0,8257.5321423,13.8,-0.3,17.935
Z3.5.C,2012,MALE,47.459,3.0,8294.9976987,27.42,0.57,31.937
Z3.5.C,2013,BOTH,6.616,1.0,16592.363188,6.62,-2.48,23.005
Z3.5.C,2013,FEMALE,12.801,1.0,8276.7680143,12.8,-0.3,16.695
Z3.5.C,2013,MALE,0.0,0.0,8315.5951741,24.04,-1.29,30.956
Z3.5.C,2014,BOTH,40.555,6.0,16855.555165,16.57,1.01,23.783
Z3.5.C,2014,FEMALE,40.395,3.0,8421.2237034,23.33,1.0,17.13
Z3.5.C,2014,MALE,46.703,3.0,8434.3314618,27.07,0.53,32.318
Z3.5.C,2015,BOTH,13.264,2.0,16797.360311,9.38,-1.23,24.775
Z3.5.C,2015,FEMALE,0.0,0.0,8386.8814619,23.84,-0.75,17.915
Z3.5.C,2015,MALE,27.107,2.0,8410.4788487,19.17,-0.32,33.338
Z3.5.C,2016,BOTH,26.088,4.0,16652.756125,13.06,-0.27,29.627
Z3.5.C,2016,FEMALE,12.814,1.0,8336.7586711,12.81,-0.65,21.156
Z3.5.C,2016,MALE,45.087,3.0,8315.9974543,26.06,0.18,40.467
Z3.5.C,2017,BOTH,25.191,4.0,16667.388843,12.63,-0.33,29.394
Z3.5.C,2017,FEMALE,21.427,2.0,8366.3651056,15.32,0.0,21.429
Z3.5.C,2017,MALE,27.117,2.0,8301.023737,19.2,-0.65,39.596
Z3.5.C,2018,BOTH,5.834,1.0,16568.475732,5.83,-3.94,28.824
Z3.5.C,2018,FEMALE,0.0,0.0,8304.4489426,24.07,-0.85,20.429
Z3.5.C,2018,MALE,11.362,1.0,8264.026789,11.36,-2.44,39.03
Z3.5.C,2019,BOTH,23.767,4.0,16543.750983,11.89,-0.46,29.181
Z3.5.C,2019,FEMALE,0.0,0.0,8264.288994,24.19,-0.91,21.923
Z3.5.C,2019,MALE,49.354,4.0,8279.4619891,24.74,0.45,38.16
Z3.5.C,2020,BOTH,11.576,2.0,16749.358928,8.19,-1.85,26.747
Z3.5.C,2020,FEMALE,0.0,0.0,8381.5366265,23.85,-0.74,17.548
Z3.5.C,2020,MALE,23.385,2.0,8367.8223012,16.54,-0.88,37.939
Z3.6.A,2004,BOTH,24.173,7.0,21315.264312,9.14,0.0,24.141
Z3.6.A,2004,FEMALE,6.859,1.0,10458.362617,6.86,-1.53,17.354
Z3.6.A,2004,MALE,42.874,6.0,10856.901695,17.53,0.52,33.816
Z3.6.A,2005,BOTH,36.867,11.0,21419.22358,11.14,1.07,24.936
Z3.6.A,2005,FEMALE,26.855,5.0,10504.911834,12.26,0.81,16.865
Z3.6.A,2005,MALE,42.038,6.0,10914.311746,17.18,0.38,35.595
Z3.6.A,2006,BOTH,33.627,9.0,21424.400694,11.38,0.83,24.209
Z3.6.A,2006,FEMALE,21.142,3.0,10486.701618,12.77,0.17,18.961
Z3.6.A,2006,MALE,47.838,6.0,10937.699076,19.75,0.82,31.565
Z3.6.A,2007,BOTH,25.102,7.0,21658.615253,9.62,0.05,24.627
Z3.6.A,2007,FEMALE,29.732,5.0,10603.574513,13.54,0.85,18.289
Z3.6.A,2007,MALE,16.697,2.0,11055.04074,11.96,-1.37,33.082
Z3.6.A,2008,BOTH,22.879,6.0,22083.2522,9.58,0.07,22.229
Z3.6.A,2008,FEMALE,29.296,4.0,10825.147598,15.13,0.89,15.812
Z3.6.A,2008,MALE,18.284,2.0,11258.104602,12.93,-0.95,30.599
Z3.6.A,2009,BOTH,27.074,7.0,22070.815449,10.38,0.18,25.195
Z3.6.A,2009,FEMALE,42.026,5.0,10849.339888,18.97,1.22,18.837
Z3.6.A,2009,MALE,14.864,2.0,11221.475561,10.56,-1.78,33.61
Z3.6.A,2010,BOTH,13.553,4.0,22104.303307,6.8,-1.72,25.232
Z3.6.A,2010,FEMALE,7.312,1.0,10897.768245,7.31,-1.38,17.428
Z3.6.A,2010,MALE,23.733,3.0,11206.535063,13.76,-0.84,35.286
Z3.6.A,2011,BOTH,14.59,4.0,22319.593497,7.37,-1.48,25.488
Z3.6.A,2011,FEMALE,27.07,4.0,11025.943797,13.9,0.61,18.587
Z3.6.A,2011,MALE,0.0,0.0,11293.6497,17.7,-1.93,34.139
Z3.6.A,2012,BOTH,22.212,6.0,22411.616222,9.13,-0.21,24.154
Z3.6.A,2012,FEMALE,15.292,2.0,11028.100022,10.82,-0.24,17.935
Z3.6.A,2012,MALE,31.732,4.0,11383.516199,15.89,-0.01,31.937
Z3.6.A,2013,BOTH,10.608,3.0,22789.9985,6.13,-2.02,23.005
Z3.6.A,2013,FEMALE,13.572,2.0,11201.680094,9.66,-0.32,16.695
Z3.6.A,2013,MALE,7.726,1.0,11588.318406,7.73,-3.01,30.956
Z3.6.A,2014,BOTH,17.076,5.0,22996.583574,7.67,-0.87,23.783
Z3.6.A,2014,FEMALE,18.362,3.0,11312.926058,10.81,0.11,17.13
Z3.6.A,2014,MALE,15.111,2.0,11683.657517,10.69,-1.61,32.318
Z3.6.A,2015,BOTH,26.091,7.0,22808.891553,9.99,0.13,24.775
Z3.6.A,2015,FEMALE,20.873,3.0,11219.540233,12.77,0.23,17.915
Z3.6.A,2015,MALE,29.723,4.0,11589.35132,14.87,-0.24,33.338
Z3.6.A,2016,BOTH,6.852,2.0,22792.353679,4.85,-4.7,29.627
Z3.6.A,2016,FEMALE,0.0,0.0,11252.517123,17.77,-1.19,21.156
Z3.6.A,2016,MALE,13.865,2.0,11539.836555,9.8,-2.71,40.467
Z3.6.A,2017,BOTH,24.879,7.0,22722.564248,9.43,-0.48,29.394
Z3.6.A,2017,FEMALE,22.668,3.0,11252.554912,13.11,0.09,21.429
Z3.6.A,2017,MALE,29.391,4.0,11470.009336,14.74,-0.69,39.596
Z3.6.A,2018,BOTH,25.437,7.0,22511.310874,9.65,-0.35,28.824
Z3.6.A,2018,FEMALE,0.0,0.0,11117.7652,17.98,-1.14,20.429
Z3.6.A,2018,MALE,51.667,7.0,11393.545673,19.6,0.64,39.03
Z3.6.A,2019,BOTH,16.782,5.0,22250.285443,7.55,-1.64,29.181
Z3.6.A,2019,FEMALE,6.665,1.0,10984.025462,6.66,-2.29,21.923
Z3.6.A,2019,MALE,30.107,4.0,11266.259981,15.11,-0.53,38.16
Z3.6.A,2020,BOTH,7.604,2.0,22242.035923,5.47,-3.5,26.747
Z3.6.A,2020,FEMALE,9.336,1.0,10997.741064,9.34,-0.88,17.548
Z3.6.A,2020,MALE,6.542,1.0,11244.294859,6.54,-4.8,37.939
Z3.6.B,2004,BOTH,12.911,3.0,29567.683116,7.57,-1.48,24.141
Z3.6.B,2004,FEMALE,16.85,2.0,14647.712032,12.32,-0.04,17.354
Z3.6.B,2004,MALE,8.7,1.0,14919.971084,8.7,-2.89,33.816
Z3.6.B,2005,BOTH,37.758,9.0,30294.814067,12.69,1.01,24.936
Z3.6.B,2005,FEMALE,21.441,3.0,15057.757193,12.38,0.37,16.865
Z3.6.B,2005,MALE,56.082,6.0,15237.056874,23.0,0.89,35.595
Z3.6.B,2006,BOTH,39.122,10.0,30933.971627,12.64,1.18,24.209
Z3.6.B,2006,FEMALE,24.128,4.0,15343.181759,13.03,0.4,18.961
Z3.6.B,2006,MALE,55.862,6.0,15590.789869,22.88,1.06,31.565
Z3.6.B,2007,BOTH,27.621,7.0,31795.408703,10.54,0.28,24.627
Z3.6.B,2007,FEMALE,0.0,0.0,15719.450498,12.72,-1.44,18.289
Z3.6.B,2007,MALE,60.719,7.0,16075.958205,23.05,1.2,33.082
Z3.6.B,2008,BOTH,29.755,8.0,32332.409534,10.6,0.71,22.229
Z3.6.B,2008,FEMALE,40.979,6.0,16046.651681,17.09,1.47,15.812
Z3.6.B,2008,MALE,17.54,2.0,16285.757852,12.4,-1.05,30.599
Z3.6.B,2009,BOTH,33.809,9.0,32860.802702,11.32,0.76,25.195
Z3.6.B,2009,FEMALE,14.62,2.0,16271.205536,10.44,-0.4,18.837
Z3.6.B,2009,MALE,54.625,7.0,16589.597166,20.81,1.01,33.61
Z3.6.B,2010,BOTH,32.853,9.0,33051.661201,11.05,0.69,25.232
Z3.6.B,2010,FEMALE,10.268,2.0,16398.73928,7.4,-0.97,17.428
Z3.6.B,2010,MALE,59.738,7.0,16652.921921,22.6,1.08,35.286
Z3.6.B,2011,BOTH,21.122,6.0,33573.107652,8.68,-0.5,25.488
Z3.6.B,2011,FEMALE,21.702,3.0,16690.772352,12.55,0.25,18.587
Z3.6.B,2011,MALE,22.761,3.0,16882.3353,13.22,-0.86,34.139
Z3.6.B,2012,BOTH,26.08,7.0,34493.394015,9.88,0.2,24.154
Z3.6.B,2012,FEMALE,21.278,3.0,17106.532199,12.32,0.27,17.935
Z3.6.B,2012,MALE,31.203,4.0,17386.861816,15.71,-0.05,31.937
Z3.6.B,2013,BOTH,28.579,8.0,35340.509589,10.14,0.55,23.005
Z3.6.B,2013,FEMALE,13.394,2.0,17429.025677,9.5,-0.35,16.695
Z3.6.B,2013,MALE,44.47,6.0,17911.483913,18.31,0.74,30.956
Z3.6.B,2014,BOTH,20.35,6.0,36224.19413,8.35,-0.41,23.783
Z3.6.B,2014,FEMALE,11.161,2.0,17807.098747,8.13,-0.73,17.13
Z3.6.B,2014,MALE,30.175,4.0,18417.095383,15.15,-0.14,32.318
Z3.6.B,2015,BOTH,34.681,11.0,36318.673812,10.54,0.94,24.775
Z3.6.B,2015,FEMALE,19.148,4.0,17871.536893,9.77,0.13,17.915
Z3.6.B,2015,MALE,51.369,7.0,18447.13692,19.55,0.92,33.338
Z3.6.B,2016,BOTH,12.088,4.0,36240.810762,6.07,-2.89,29.627
Z3.6.B,2016,FEMALE,4.382,1.0,17957.761655,4.38,-3.83,21.156
Z3.6.B,2016,MALE,21.553,3.0,18283.049106,12.53,-1.51,40.467
Z3.6.B,2017,BOTH,5.625,2.0,36343.497234,3.98,-5.96,29.394
Z3.6.B,2017,FEMALE,10.29,2.0,18028.444743,7.4,-1.51,21.429
Z3.6.B,2017,MALE,0.0,0.0,18315.052491,10.92,-3.63,39.596
Z3.6.B,2018,BOTH,22.489,8.0,36555.049807,8.0,-0.79,28.824
Z3.6.B,2018,FEMALE,9.846,2.0,18099.669904,7.08,-1.49,20.429
Z3.6.B,2018,MALE,38.015,6.0,18455.379903,15.59,-0.07,39.03
Z3.6.B,2019,BOTH,30.923,11.0,36535.548515,9.37,0.19,29.181
Z3.6.B,2019,FEMALE,25.992,5.0,18049.779191,11.84,0.34,21.923
Z3.6.B,2019,MALE,34.55,6.0,18485.769324,14.12,-0.26,38.16
Z3.6.B,2020,BOTH,6.12,2.0,36680.155372,4.36,-4.73,26.747
Z3.6.B,2020,FEMALE,5.267,1.0,18092.617149,5.27,-2.33,17.548
Z3.6.B,2020,MALE,7.825,1.0,18587.538222,7.82,-3.85,37.939
Z3.7.A,2004,BOTH,13.581,2.0,28727.756185,9.73,-1.09,24.141
Z3.7.A,2004,FEMALE,12.308,1.0,14187.236256,12.31,-0.41,17.354
Z3.7.A,2004,MALE,11.151,1.0,14540.519929,11.15,-2.03,33.816
Z3.7.A,2005,BOTH,0.0,0.0,29577.756214,6.76,-3.69,24.936
Z3.7.A,2005,FEMALE,0.0,0.0,14555.543554,13.74,-1.23,16.865
Z3.7.A,2005,MALE,0.0,0.0,15022.21266,13.31,-2.67,35.595
Z3.7.A,2006,BOTH,26.053,4.0,30938.710442,13.35,0.14,24.209
Z3.7.A,2006,FEMALE,9.795,1.0,15063.349073,9.8,-0.94,18.961
Z3.7.A,2006,MALE,52.626,3.0,15875.361369,33.05,0.64,31.565
Z3.7.A,2007,BOTH,15.561,3.0,31971.581328,9.44,-0.96,24.627
Z3.7.A,2007,FEMALE,18.2,2.0,15593.508124,13.46,-0.01,18.289
Z3.7.A,2007,MALE,10.231,1.0,16378.073204,10.23,-2.23,33.082
Z3.7.A,2008,BOTH,21.892,4.0,32980.565837,11.21,-0.03,22.229
Z3.7.A,2008,FEMALE,0.0,0.0,16064.356543,12.45,-1.27,15.812
Z3.7.A,2008,MALE,48.149,4.0,16916.209294,25.29,0.69,30.599
Z3.7.A,2009,BOTH,25.268,5.0,33879.342303,11.59,0.01,25.195
Z3.7.A,2009,FEMALE,9.419,1.0,16498.435433,9.42,-1.0,18.837
Z3.7.A,2009,MALE,44.194,4.0,17380.90687,23.4,0.45,33.61
Z3.7.A,2010,BOTH,24.906,6.0,34500.194611,10.31,-0.03,25.232
Z3.7.A,2010,FEMALE,0.0,0.0,16843.505635,11.87,-1.47,17.428
Z3.7.A,2010,MALE,50.629,6.0,17656.688975,21.07,0.73,35.286
Z3.7.A,2011,BOTH,31.9,6.0,35082.488634,13.46,0.48,25.488
Z3.7.A,2011,FEMALE,29.21,3.0,17125.007606,16.88,0.63,18.587
Z3.7.A,2011,MALE,39.482,3.0,17957.481028,26.62,0.2,34.139
Z3.7.A,2012,BOTH,29.852,7.0,36014.838889,11.31,0.5,24.154
Z3.7.A,2012,FEMALE,23.395,3.0,17693.371573,13.51,0.4,17.935
Z3.7.A,2012,MALE,38.958,4.0,18321.467316,19.57,0.36,31.937
Z3.7.A,2013,BOTH,32.7,8.0,37032.851865,11.94,0.81,23.005
Z3.7.A,2013,FEMALE,30.15,4.0,18135.120875,15.19,0.89,16.695
Z3.7.A,2013,MALE,41.727,4.0,18897.73099,23.81,0.45,30.956
Z3.7.A,2014,BOTH,36.871,8.0,37534.780478,13.05,1.0,23.783
Z3.7.A,2014,FEMALE,32.928,4.0,18301.075921,16.47,0.96,17.13
Z3.7.A,2014,MALE,41.823,4.0,19233.704556,20.95,0.45,32.318
Z3.7.A,2015,BOTH,23.717,6.0,37452.801492,9.76,-0.11,24.775
Z3.7.A,2015,FEMALE,15.076,2.0,18255.490311,10.73,-0.26,17.915
Z3.7.A,2015,MALE,34.482,4.0,19197.311181,17.5,0.07,33.338
Z3.7.A,2016,BOTH,34.01,9.0,36930.794149,11.57,0.38,29.627
Z3.7.A,2016,FEMALE,32.758,5.0,18136.61696,14.89,0.78,21.156
Z3.7.A,2016,MALE,35.953,4.0,18794.17719,18.22,-0.25,40.467
Z3.7.A,2017,BOTH,31.363,8.0,36042.939663,11.18,0.18,29.394
Z3.7.A,2017,FEMALE,37.993,5.0,17691.835126,17.01,0.97,21.429
Z3.7.A,2017,MALE,20.545,3.0,18351.104537,11.89,-1.6,39.596
Z3.7.A,2018,BOTH,17.647,5.0,35728.60315,7.93,-1.41,28.824
Z3.7.A,2018,FEMALE,26.269,4.0,17573.183837,13.13,0.44,20.429
Z3.7.A,2018,MALE,6.571,1.0,18155.419313,6.57,-4.94,39.03
Z3.7.A,2019,BOTH,33.048,9.0,35540.339496,11.09,0.35,29.181
Z3.7.A,2019,FEMALE,41.821,6.0,17518.244669,17.13,1.16,21.923
Z3.7.A,2019,MALE,23.851,3.0,18022.094827,13.9,-1.03,38.16
Z3.7.A,2020,BOTH,31.354,9.0,35587.179808,10.6,0.43,26.747
Z3.7.A,2020,FEMALE,24.523,4.0,17571.253217,12.37,0.56,17.548
Z3.7.A,2020,MALE,37.99,5.0,18015.926591,17.24,0.0,37.939
Z3.7.B,2004,BOTH,42.098,7.0,14487.321703,16.31,1.1,24.141
Z3.7.B,2004,FEMALE,30.272,3.0,7328.1801303,18.44,0.7,17.354
Z3.7.B,2004,MALE,69.042,4.0,7159.1415727,34.68,1.02,33.816
Z3.7.B,2005,BOTH,21.597,3.0,14544.234228,13.44,-0.25,24.936
Z3.7.B,2005,FEMALE,27.977,2.0,7372.680142,22.27,0.5,16.865
Z3.7.B,2005,MALE,15.808,1.0,7171.5540856,15.81,-1.25,35.595
Z3.7.B,2006,BOTH,34.006,5.0,14901.917797,15.65,0.63,24.209
Z3.7.B,2006,FEMALE,20.506,2.0,7446.7702235,14.7,0.11,18.961
Z3.7.B,2006,MALE,52.828,3.0,7455.1475739,30.7,0.69,31.565
Z3.7.B,2007,BOTH,25.348,5.0,14903.798888,11.39,0.06,24.627
Z3.7.B,2007,FEMALE,23.163,3.0,7342.3042417,13.53,0.36,18.289
Z3.7.B,2007,MALE,30.528,2.0,7561.4946458,21.59,-0.12,33.082
Z3.7.B,2008,BOTH,27.492,5.0,14919.357615,12.55,0.42,22.229
Z3.7.B,2008,FEMALE,11.563,1.0,7358.8533916,11.56,-0.37,15.812
Z3.7.B,2008,MALE,56.829,4.0,7560.5042235,28.44,0.92,30.599
Z3.7.B,2009,BOTH,22.941,3.0,15013.5932,13.3,-0.17,25.195
Z3.7.B,2009,FEMALE,11.429,1.0,7382.1017621,11.43,-0.65,18.837
Z3.7.B,2009,MALE,32.506,2.0,7631.4914375,23.36,-0.05,33.61
Z3.7.B,2010,BOTH,13.577,2.0,15000.849679,9.6,-1.21,25.232
Z3.7.B,2010,FEMALE,0.0,0.0,7424.1340555,26.92,-0.65,17.428
Z3.7.B,2010,MALE,36.28,2.0,7576.715624,25.65,0.04,35.286
Z3.7.B,2011,BOTH,52.013,8.0,15096.668847,18.61,1.43,25.488
Z3.7.B,2011,FEMALE,29.475,3.0,7421.8449192,17.06,0.64,18.587
Z3.7.B,2011,MALE,71.98,5.0,7674.8239274,32.71,1.16,34.139
Z3.7.B,2012,BOTH,19.702,3.0,15504.190091,11.42,-0.39,24.154
Z3.7.B,2012,FEMALE,35.785,3.0,7568.5147763,20.9,0.85,17.935
Z3.7.B,2012,MALE,0.0,0.0,7935.6753151,25.19,-1.27,31.937
Z3.7.B,2013,BOTH,20.124,3.0,15702.918298,11.68,-0.25,23.005
Z3.7.B,2013,FEMALE,22.045,2.0,7631.9085089,15.72,0.34,16.695
Z3.7.B,2013,MALE,17.058,1.0,8071.0097891,17.06,-0.81,30.956
Z3.7.B,2014,BOTH,25.424,4.0,15979.509264,12.74,0.13,23.783
Z3.7.B,2014,FEMALE,17.362,2.0,7765.7499373,12.3,0.02,17.13
Z3.7.B,2014,MALE,30.757,2.0,8213.7593269,21.76,-0.07,32.318
Z3.7.B,2015,BOTH,30.728,5.0,15925.280811,13.77,0.43,24.775
Z3.7.B,2015,FEMALE,30.118,3.0,7704.1816559,17.65,0.69,17.915
Z3.7.B,2015,MALE,27.79,2.0,8221.0991553,19.66,-0.28,33.338
Z3.7.B,2016,BOTH,50.555,8.0,15814.148928,17.9,1.17,29.627
Z3.7.B,2016,FEMALE,32.646,3.0,7656.5316759,18.94,0.61,21.156
Z3.7.B,2016,MALE,79.275,5.0,8157.6172522,35.87,1.08,40.467
Z3.7.B,2017,BOTH,24.34,4.0,15556.766646,12.29,-0.41,29.394
Z3.7.B,2017,FEMALE,24.221,2.0,7604.8366532,17.87,0.16,21.429
Z3.7.B,2017,MALE,31.019,2.0,7951.9299925,21.93,-0.39,39.596
Z3.7.B,2018,BOTH,23.872,4.0,15449.387271,11.94,-0.41,28.824
Z3.7.B,2018,FEMALE,0.0,0.0,7491.9633432,26.68,-0.77,20.429
Z3.7.B,2018,MALE,56.222,4.0,7957.4239276,28.51,0.6,39.03
Z3.7.B,2019,BOTH,34.482,6.0,15485.478979,14.08,0.38,29.181
Z3.7.B,2019,FEMALE,43.136,4.0,7577.9076057,21.64,0.98,21.923
Z3.7.B,2019,MALE,22.461,2.0,7907.5713737,15.88,-0.99,38.16
Z3.7.B,2020,BOTH,28.662,5.0,15647.255501,12.83,0.15,26.747
Z3.7.B,2020,FEMALE,0.0,0.0,7629.2054572,26.2,-0.67,17.548
